,source,edge,target
4548,power dissipation,increases_from,solid state technology
4549,when  we,means,speed
4550,when  we,use,different  technology
4551,few  we,seen,general purpose microprocessors
4552,example,illustrates,complex  systems
4553,when  size,means,different scaling rules
4554,computing  systems,illustrated,clearly  Internet
4555,concept,comes_from,one phase environment
4556,transition which,freezing,gas
4557,when avalanche process,occur_in,further system state
4558,intensive  which,thrashing_due,excessive page faults
4559,congestion avoidance,start,packets
4560,retransmit congestion,increases_as,retransmit packets
4561,form,has,negative  system
4562,intriguing  systems,exhibit,free  organization
4563,systems,enjoy,scale  free
4564,few self that,reflects,few self organization
4565,organization,explained_in,vertices network links
4566,other ≈ m−γ,decays_as,regardless identity vertices
4567,data,confirm,scientific power trend
4568,two  actors,consider,same  case
4569,grid,has,generating γ ≈
4570,m pages,means,one  page
4571,studies,indicate,scientific γ papers
4572,closer power law,approximates,3 γ distribution
4573,that,discuss,cloud computing
4574,4  we,discussed_cloud,computational cloud science
4575,cloud,showed,fine-  parallelism
4576,cloud that,means,grained  parallelism
4577,cloud  instances,run,different  system
4578,when analysis results,based_on,defined  metric
4579,partial  results,is,then storage server
4580,new  results,signal,new  analysis
4581,strategy,used_by,other system design area
4582,multiple  instances,run_concurrent,different  system
4583,application,discussed,optimal Programmable Gate Arrays
4584,logic that,consists_of,logical  Figure
4585,FPGA,produced_in,Xilinx
4586,FPGAs,used_in_many,digital signal processing
4587,languages,used,such  FPGAs
4588,HDLs,used,RTL register transfer circuit
4589,stages,used,FPGAs
4590,system,designed,components
4591,structure,shown_in,Figure
4592,system,uses,logical route fabric
4593,random access couple,take,powerful  workstation
4594,options,speeds,optimization factor
4595,services,grouped_into_several,several  categories
4596,when  someone,designed,first  AWS
4597,space we,chosen,large programming AWS
4598,new  services,mentioned,continually Web pages time
4599,new  services,added_to,continually  AWS
4600,one,create,first  account
4601,user,allows,then  instance
4602,availability zone,selected,region
4603,few  class,grouped_into,such CPU cycles
4604,systems,supported_by,several Microsoft Figure
4605,application,needs_more,than  20
4606,instance,persist,Elastic Block Storage
4607,then  instance,restarted,later  time
4608,user,perform_several,current EBS AMI
4609,user,terminate,also  Figure
4610,11.3 EBS panel,allows,snapshots
4611,EBS panel,allows,the
4612,previous  discussion,focused_on,cloud computing
4613,Now  we,examine,application developer
4614,few  that,presents,basic cloud functions
4615,users,developed,easy  cloud
4616,Many,view,minimum computing equipment
4617,we,are_different,cloud service Figure
4618,SaaS applications,designed_for,end users
4619,IaaS,provides,operating systems
4620,thus  we,restrict,popular Amazon Web Services
4621,we,report,section
4622,each,asked,cloud Services
4623,Here  we,discuss,first  several
4624,then  we,present,few cloud applications
4625,finally  we,analyze_several,three cloud months
4626,second  we,discuss,several  applications
4627,networks,investigated_in,distributed trust management Section
4628,11.11  we,discuss,based CRN trust algorithm
4629,we,analyze_adaptive,adaptive audio Section
4630,generation,deployed_in,late  1980s
4631,individual  that,discarded_individual,acceptance rules
4632,generation,operate_at,transport connections
4633,filtering  solution,opened,service
4634,attack,targets,illegitimate connection entries
4635,attacks,prevent,legitimate  service
4636,generation,understand,such application layer FTP
4637,firewalls,examine,intrusion detection systems
4638,Firewalls,screen_incoming,outgoing  traffic
4639,local area network,connected_to,router
4640,firewall,hides,NAT Address mechanism
4641,hosts,assigned,private address range
4642,external IP addresses,uses,private  router
4643,packets,discarded_by,firewall
4644,Table,summarizes,various operating router
4645,when MAC filtering,specifies,destination source MAC address
4646,Linux  firewall,configured,only sudo command
4647,firewall,controlled_by,kernel data structure
4648,command,used,Linux kernel
4649,table,contains,defined  chains
4650,INPUT  rule,controls,incoming
4651,FORWARD rule,controls,host
4652,rule,controls,outgoing  host
4653,rule,specifies,what
4654,Drop,discharge,the
4655,Queue,pass,next user chain
4656,OUTPUT  chains,displayed,INPUT
4657,outgoing  traffic,iptables,unfiltered
4658,FORWARD,set,specific rule chain
4659,rule,has,number
4660,virtual  machines,accept,incoming  connections
4661,when  user,ability,then EC2 following
4662,default behavior,provided_by,incoming Local Computer
4663,behavior,displayed,incoming  connections
4664,Access,provided_by,graphical Control Panel
4665,Exceptions connections,blocked_by,Exceptions tab
4666,user,define,given  port
4667,XP,provide,outgoing  connections
4668,software,provide,additional  defense
4669,Avast antivirus software,supports_several,real time shields
4670,incoming  traffic,blocks,malicious Web sites
4671,shield,scans,browsing HTTP activities
4672,antivirus,provides,also antivirus monitoring activities
4673,API,provided_by,S3 client
4674,access,found_on,secret AWS account Section
4675,it,used,S3 objects
4676,object,stores,actual
4677,original  object,have,key
4678,we,use,programmatically AWS Management file
4679,us,allows,S3 object
4680,you,use,the
4681,#NAME?,accessed,Scanner
4682,content,recommends,directly  S3
4683,InputStream,means,open  S3
4684,following  code,read,entire  object
4685,upload,requires,local  files
4686,ObjectListing,supports_several,useful  getObjectSummaries
4687,S3ObjectSummary,encapsulates_most,actual S3 object object
4688,particular  all,create,List String
4689,S3ObjectSummary ObjectListing bucket,note,truncated  list
4690,bucket,return,then  truncated
4691,bucket,contains,large  objects
4692,previous  example,becomes,large  bucket
4693,Debian desktop version,supports,64  architectures
4694,SNS,pushes,periodically  messages
4695,transport protocol,allows,HTTP SQS notifications
4696,SNS,supports,Add Remove Permission
4697,document,provides_detailed,detailed  actions
4698,list,displayed,SNS commands
4699,multiple  components,communicate_with,SQS
4700,example  use,presented_in,message Section
4701,Figure,shows,given  SQS
4702,AppSettings,amazonsqs,sqs  AWSClientFactory
4703,section,gives,step Linux platform
4704,press,continue,default settings
4705,it,hidden,unauthorized  access
4706,option,create,New Security Group
4707,we,change,new  rule
4708,review which,continue,instance
4709,Launch,press,Close confirmation page
4710,Instances,tab_on,navigation instance
4711,it,needed,Linux terminal
4712,permanent IP address,assign,Elastic IP address
4713,ssh traffic,rule_to,TCP protocol
4714,when error you,denied,instance
4715,you,get,the
4716,DNS name,appear,known  hosts
4717,icon,displayed,Amazon Linux AMI
4718,thus root user,install,software
4719,user,have,root
4720,when ssh connection,terminated,Linux
4721,virtual  cluster,has,bound interconnect applications
4722,other machine instances,require,PVM  image
4723,other  instances,use,paravirtual
4724,MPI,used_for,placement group
4725,MPI,supports,point  point
4726,it,used_by_parallel,multiple  data
4727,process,identified_by,process rank
4728,total  number,ranks_in,MPI_COM_PROCESS_GROUP
4729,MPI_SEND,blocking,send
4730,process,sends,other process group
4731,expectation,motivated_by_several,several data Internet
4732,Thus  it,seems_reasonable,external  entity
4733,former,detects_unused,unused  spectrum
4734,latter,decides,available  spectrum
4735,nodes,compete_for,free  channels
4736,Research,reveals,allocated  spectrum
4737,reconfigurable wireless reconfigurable transceiver,proposed_at,automatically user demands
4738,We,recognize,two  CRN
4739,devices,have_exclusive,exclusive
4740,dynamic spectrum primary,enjoy,channel
4741,primary,is,channel
4742,secondary,required,free channel operation
4743,mode,called,operation
4744,CRNs,based_on,sensing  strategy
4745,node,determines,"own node 129,339,340"
4746,node,determine,true  spectrum
4747,secondary  node,has,limited  transmission
4748,node mobility,add_to,single channel node
4749,nodes,send,central spectrum entity
4750,entity,uses,then spectrum occupancy jurisdiction
4751,secondary  node,is,primary power one
4752,μ  that,share,threshold
4753,secondary  node,maintains,occupancy
4754,nodes,sense,available  channels
4755,nodes,compete_for_free,free  channels
4756,one  node,provide_to,information neighbors
4757,nodes,send_false,centralized fusion CRN
4758,secondary  nodes,attempt,spectrum allocation rules
4759,free  channels,report,primary
4760,channels,show,primary
4761,then  one,assume,channel
4762,senders,follow,channel access
4763,sender,senses,channel
4764,routers,assumes,forward packets destination
4765,routers,follow,best effort policy
4766,own status case,assessed_by,several  literature
4767,Algorithm,computes,preliminary j ∈ steps
4768,node  i,measures,K channels
4769,nodes,respond_with,Node nodes
4770,when  inference,number_of,matches
4771,instances,run,concurrently AWS cloud
4772,secondary  nodes,partitioned_into,several overlapping Figure
4773,nodes,identified_by,instance
4774,primary  nodes,cover,entire
4775,simulation,involves,controller
4776,initial  controller,runs_on,10.04  LTS
4777,controller,supplies,trust program
4778,cloud  instances,run_under,bit Linux AWS
4779,instances,run,actual trust program
4780,results,processed_by,average trust neighbors
4781,S3 controller,runs_on,also  cloud
4782,here  nodes,programmed,gId =
